 5.00000000e-14  1.09896365e+00  5.00000000e-14  1.09896360e+00  5.00000000e-14  2.43451021e-01  5.00000000e-14  1.38991984e+00 
 1.00000000e-13  1.09895261e+00  1.00000000e-13  1.09895262e+00  1.00000000e-13  2.28672810e-01  1.00000000e-13  1.38115114e+00 
 2.00000000e-13  1.09895226e+00  2.00000000e-13  1.09895227e+00  2.00000000e-13  2.04748501e-01  2.00000000e-13  1.36762264e+00 
 4.00000000e-13  1.09895260e+00  4.00000000e-13  1.09895261e+00  4.00000000e-13  1.63708259e-01  4.00000000e-13  1.34397882e+00 
 8.00000000e-13  1.09895227e+00  8.00000000e-13  1.09895228e+00  8.00000000e-13  1.02693031e-01  8.00000000e-13  1.30581334e+00 
 1.60000000e-12  1.09895258e+00  1.60000000e-12  1.09895260e+00  1.60000000e-12  3.56026667e-02  1.60000000e-12  1.25366771e+00 
 3.20000000e-12  1.09895200e+00  3.20000000e-12  1.09895227e+00  3.20000000e-12 -5.58444424e-03  3.20000000e-12  1.19699733e+00 
 5.00000000e-12  1.09895187e+00  5.00000000e-12  1.09895258e+00  5.00000000e-12 -6.37043701e-03  5.00000000e-12  1.16575634e+00 
 5.32000000e-12  1.09895162e+00  5.32000000e-12  1.09895241e+00  5.32000000e-12 -5.99747127e-03  5.32000000e-12  1.16172547e+00 
 5.96000000e-12  1.09895146e+00  5.96000000e-12  1.09895241e+00  5.96000000e-12 -5.20403580e-03  5.96000000e-12  1.15423100e+00 
 7.24000000e-12  1.09895115e+00  7.24000000e-12  1.09895240e+00  7.24000000e-12 -3.94988427e-03  7.24000000e-12  1.14182418e+00 
 9.80000000e-12  1.09895055e+00  9.80000000e-12  1.09895238e+00  9.80000000e-12 -2.28513516e-03  9.80000000e-12  1.12466835e+00 
 1.48000000e-11  1.09894944e+00  1.48000000e-11  1.09895234e+00  1.48000000e-11 -7.15796309e-04  1.48000000e-11  1.10811487e+00 
 1.98000000e-11  1.09894837e+00  1.98000000e-11  1.09895230e+00  1.98000000e-11 -1.99528824e-04  1.98000000e-11  1.10259372e+00 
 2.48000000e-11  1.09894731e+00  2.48000000e-11  1.09895226e+00  2.48000000e-11 -2.48416095e-05  2.48000000e-11  1.10073614e+00 
 2.98000000e-11  1.09894625e+00  2.98000000e-11  1.09895222e+00  2.98000000e-11  3.19753886e-05  2.98000000e-11  1.10010728e+00 
 3.48000000e-11  1.09894520e+00  3.48000000e-11  1.09895218e+00  3.48000000e-11  5.47507284e-05  3.48000000e-11  1.09990136e+00 
 3.98000000e-11  1.09894415e+00  3.98000000e-11  1.09895214e+00  3.98000000e-11  5.96170456e-05  3.98000000e-11  1.09982924e+00 
 4.48000000e-11  1.09894309e+00  4.48000000e-11  1.09895210e+00  4.48000000e-11  6.23460863e-05  4.48000000e-11  1.09980329e+00 
 4.98000000e-11  1.09894204e+00  4.98000000e-11  1.09895206e+00  4.98000000e-11  6.26389202e-05  4.98000000e-11  1.09979334e+00 
 5.48000000e-11  1.09894099e+00  5.48000000e-11  1.09895202e+00  5.48000000e-11  6.33535549e-05  5.48000000e-11  1.09979009e+00 
 5.98000000e-11  1.09893993e+00  5.98000000e-11  1.09895198e+00  5.98000000e-11  6.30510506e-05  5.98000000e-11  1.09978852e+00 
 6.48000000e-11  1.09893888e+00  6.48000000e-11  1.09895194e+00  6.48000000e-11  6.34855327e-05  6.48000000e-11  1.09978832e+00 
 6.98000000e-11  1.09893783e+00  6.98000000e-11  1.09895190e+00  6.98000000e-11  6.31075768e-05  6.98000000e-11  1.09978787e+00 
 7.48000000e-11  1.09893677e+00  7.48000000e-11  1.09895186e+00  7.48000000e-11  6.35021108e-05  7.48000000e-11  1.09978808e+00 
 7.98000000e-11  1.09893572e+00  7.98000000e-11  1.09895181e+00  7.98000000e-11  6.31154280e-05  7.98000000e-11  1.09978779e+00 
 8.48000000e-11  1.09893467e+00  8.48000000e-11  1.09895178e+00  8.48000000e-11  6.35035955e-05  8.48000000e-11  1.09978804e+00 
